annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
757,1302,3482,557.4514770507812,813.640869140625,288.0604248046875,173.3583984375,0.9733507037162781
758,1302,29666,602.6126708984375,178.18923950195312,222.92437744140625,211.10763549804688,0.971681356430053
759,1302,27652,60.32965087890625,810.0913696289062,225.045166015625,211.97271728515625,0.9573040008544921
760,1305,1899,630.5187377929688,892.1980590820312,213.97314453125,137.76177978515625,0.9745619297027581
761,1305,16550,81.13703918457031,666.8467407226562,326.9597930908203,467.01336669921875,0.950513839721679
762,1305,27925,595.8070678710938,156.81646728515625,263.184326171875,450.73126220703125,0.8577001690864561
763,1305,44198,142.0218963623047,293.5366516113281,270.2698211669922,145.96133422851562,0.775203466415405
764,1309,3482,125.919189453125,308.2802734375,263.65911865234375,196.91635131835938,0.9862232804298401
765,1309,27732,557.5394287109375,257.4430847167969,302.407470703125,265.5104675292969,0.97037672996521
766,1309,29666,86.6945571899414,861.0916137695312,227.37377166748047,227.31707763671875,0.9659727811813351
767,1309,28762,584.5902099609375,872.8971557617188,218.706298828125,212.16473388671875,0.9087721109390251
768,1311,3482,579.6401977539062,757.5115356445312,273.61767578125,210.80615234375,0.9804254174232481
769,1311,27732,92.18478393554688,730.2022705078125,317.3006591796875,277.62255859375,0.970241367816925
770,1311,29666,637.1741333007812,177.48342895507812,223.44036865234375,214.42947387695312,0.9593451619148251
771,1311,28762,176.4377899169922,188.71670532226562,207.29673767089844,201.23870849609375,0.878228902816772
772,1312,2482,619.5602416992188,54.43619918823242,247.94488525390625,464.3274726867676,0.971833944320678
773,1312,5093,107.3952865600586,802.2135620117188,284.3006362915039,280.28094482421875,0.920028746128082
774,1312,22626,67.05089569091797,52.8492546081543,331.89530181884766,488.9136848449707,0.8207299709320061
775,1312,5885,597.9217529296875,681.683349609375,241.67962646484375,501.1572265625,0.715605974197387
776,1315,3350,423.6457824707031,877.2117919921875,187.96170043945312,195.950439453125,0.9650220870971681
777,1315,19231,543.5232543945312,195.86041259765625,291.53607177734375,302.2668151855469,0.7692964673042291
778,1315,16687,156.68597412109375,73.83203125,275.9146728515625,625.427978515625,0.527429819107055
779,1316,3350,327.4356994628906,161.23831176757812,183.52804565429688,189.026611328125,0.965203523635864
780,1316,19231,84.11515045166016,696.1776733398438,301.8423385620117,307.20867919921875,0.88649582862854
781,1316,16687,517.3008422851562,475.02154541015625,284.40478515625,640.5628051757812,0.7604983448982231
782,132,36636,665.0404663085938,178.6126251220703,186.42645263671875,250.2966766357422,0.9799954295158381
783,132,3482,564.0172119140625,812.3191528320312,268.900146484375,219.27093505859375,0.977238655090332
784,132,27776,176.45664978027344,813.2992553710938,177.52037048339844,200.3226318359375,0.936691880226135
785,132,30307,25.426025390625,176.4250030517578,453.1365966796875,305.94847106933594,0.9244008660316461
786,1322,2482,84.11322021484375,679.2037963867188,238.96026611328125,479.82232666015625,0.963655769824981
787,1322,5093,549.3599853515625,194.89402770996094,277.78155517578125,261.8456573486328,0.9012019038200371
788,1322,6191,481.219970703125,611.247314453125,340.22161865234375,489.009521484375,0.8916805982589721
789,1322,4377,135.3696746826172,84.32616424560547,218.1741485595703,455.14221954345703,0.763093829154968
790,1323,2482,617.9075927734375,46.37053680419922,219.06549072265625,488.0774612426758,0.973792612552642
791,1323,5093,102.84160614013672,801.218994140625,281.9708938598633,277.208984375,0.8969454765319821
792,1323,6191,134.90704345703125,123.99072265625,331.09857177734375,487.67333984375,0.89491856098175
793,1323,4377,585.0230102539062,686.9326171875,224.1143798828125,475.779052734375,0.737450838088989
794,1326,3350,368.5904235839844,244.13702392578125,185.53604125976562,184.5311279296875,0.97380131483078
795,1326,20237,602.8610229492188,838.6083984375,220.96563720703125,229.1383056640625,0.8658668398857111
796,1326,18356,165.05384826660156,677.6452026367188,270.5250701904297,350.17266845703125,0.520915329456329
797,1327,1899,644.1651000976562,844.9202880859375,188.2579345703125,190.149658203125,0.9667437076568601
798,1327,16547,169.1925811767578,815.0320434570312,237.76954650878906,238.13946533203125,0.963794410228729
799,1327,44198,172.1472625732422,228.0665740966797,210.64234924316406,274.1088104248047,0.9218180775642391
800,1327,29450,518.1371459960938,247.85159301757812,402.849609375,211.70468139648438,0.8881815075874321
801,1328,16547,583.2280883789062,215.983154296875,234.831298828125,228.3897705078125,0.9681545495986931
802,1328,1899,168.18006896972656,250.1377410888672,181.1875762939453,179.62672424316406,0.9647419452667231
803,1328,44198,628.0240478515625,807.3021240234375,210.19415283203125,270.1292724609375,0.9131203889846801
804,1328,29450,75.6551513671875,838.6828002929688,414.2350158691406,222.76092529296875,0.9001561999320981
805,1329,16547,550.0331420898438,208.5642547607422,234.0074462890625,227.60032653808594,0.9600925445556641
806,1329,1899,150.70460510253906,239.08792114257812,179.44639587402344,182.76593017578125,0.958894848823547
807,1329,44198,603.139404296875,777.4692993164062,213.00390625,276.19610595703125,0.91504955291748
808,1329,29450,28.515695571899414,802.2324829101562,434.2419033050537,221.83135986328125,0.871817231178283
809,1330,35205,613.9497680664062,120.05998992919922,228.933837890625,401.0379104614258,0.98433518409729
810,1330,34596,101.42013549804688,163.66796875,431.3744812011719,421.75732421875,0.9747401475906371
811,1330,25468,82.84394836425781,827.7101440429688,351.31394958496094,310.49798583984375,0.9731861948966981
812,1330,3482,600.8599853515625,845.0182495117188,277.272705078125,186.66827392578125,0.9607076644897461
813,1331,35205,583.3670654296875,112.47099304199219,225.75335693359375,391.2196502685547,0.9808470606803891
814,1331,34596,74.57821655273438,131.81378173828125,440.1805725097656,424.7861328125,0.9720354676246641
815,1331,3482,574.5086669921875,810.327392578125,280.77886962890625,193.86663818359375,0.966942846775054
816,1331,25468,48.91359329223633,783.9690551757812,358.0295524597168,301.09783935546875,0.9624611139297481
817,1332,34596,459.9492492675781,649.6356811523438,445.0339050292969,437.93280029296875,0.9765161871910091
818,1332,35205,134.3126220703125,727.5477294921875,250.56430053710938,409.804931640625,0.97369247674942
819,1332,25468,576.43310546875,190.66912841796875,327.11968994140625,280.5984802246094,0.9730748534202571
820,1332,3482,129.89076232910156,270.6570129394531,264.35267639160156,190.93283081054688,0.9698240756988521
821,1333,3350,401.8599853515625,922.5075073242188,187.93218994140625,193.25250244140625,0.96879905462265
822,1333,36636,156.50393676757812,278.3279724121094,193.89208984375,252.78091430664062,0.911767661571502
823,1333,20013,571.2172241210938,293.35284423828125,351.3436279296875,310.62237548828125,0.8507585525512691
824,1337,1899,168.33291625976562,249.13909912109375,180.774658203125,179.48358154296875,0.9720660448074341
825,1337,16547,574.7196655273438,187.2946014404297,242.7598876953125,223.8840789794922,0.9655275940895081
826,1337,18109,74.41099548339844,782.541259765625,305.66001892089844,297.2734375,0.7886254191398621
827,1337,29450,489.5910339355469,815.2128295898438,409.5665588378906,271.64642333984375,0.763981461524963
828,134,31884,47.174068450927734,7.6512041091918945,350.28842544555664,515.4285688400269,0.9743511676788331
829,134,3482,558.313720703125,813.0786743164062,288.5487060546875,174.0888671875,0.9732502102851861
830,134,35205,649.2285766601562,141.5970916748047,199.57525634765625,399.6299591064453,0.967506229877471
831,134,27652,61.382041931152344,811.9010009765625,225.7015151977539,210.4930419921875,0.959086537361145
832,1340,1899,646.2527465820312,861.1305541992188,205.46795654296875,158.72003173828125,0.9770425558090211
833,1340,16547,189.83840942382812,824.5009155273438,240.33941650390625,240.10736083984375,0.9705640077590941
834,1340,31704,132.7058868408203,130.01040649414062,245.0918731689453,428.3365173339844,0.91203361749649
835,1340,24849,583.6373901367188,283.4739990234375,292.51092529296875,170.864501953125,0.698360621929168
836,1345,31884,172.98143005371094,130.70758056640625,413.3086700439453,498.27813720703125,0.98682689666748
837,1345,3482,600.4959716796875,843.462158203125,277.29266357421875,189.83203125,0.9826278090476991
838,1345,25468,79.99822235107422,832.2241821289062,355.00757598876953,299.96148681640625,0.971626222133636
839,1345,29666,618.3192138671875,174.4039764404297,223.044921875,215.9564971923828,0.9639973044395441
840,1347,31884,426.1941223144531,617.5645751953125,414.6834411621094,509.8470458984375,0.9837644696235651
841,1347,25468,571.8212280273438,195.401123046875,337.22772216796875,274.99896240234375,0.9767041206359861
842,1347,3482,129.61941528320312,270.3190612792969,266.7406311035156,191.11727905273438,0.9735746383666991
843,1347,29666,138.8497772216797,868.88671875,231.1956024169922,228.438720703125,0.958925127983093
844,1348,3350,361.79541015625,883.2255859375,189.562744140625,187.148681640625,0.9459284543991081
845,1348,22073,676.5523681640625,309.6289978027344,186.189208984375,189.86117553710938,0.751683235168457
846,1348,31862,189.35031127929688,262.3592834472656,204.90032958984375,208.30746459960938,0.5341833829879761
847,135,3482,587.6525268554688,845.1060791015625,280.802001953125,167.39422607421875,0.979569017887115
848,135,31884,52.73627853393555,7.42876386642456,368.9320259094238,553.1677937507629,0.978964209556579
849,135,35205,680.2288208007812,153.58555603027344,200.2490234375,410.45924377441406,0.958969295024871
850,135,27652,95.29581451416016,850.8916015625,220.89437103271484,210.47607421875,0.9587842822074891
851,1350,3350,426.3488464355469,222.60935974121094,184.55337524414062,180.94383239746094,0.9637956023216241
852,1350,22073,107.44698333740234,812.1324462890625,191.9849624633789,185.40875244140625,0.8393230438232421
853,1350,31862,590.6932983398438,851.3920288085938,208.4351806640625,213.66192626953125,0.7472783327102661
854,1353,34596,505.18475341796875,689.2626953125,444.8284912109375,446.8702392578125,0.981036305427551
855,1353,3482,171.6839599609375,276.1049499511719,260.62725830078125,219.9593505859375,0.9771011471748351
856,1353,27776,638.403076171875,294.2840576171875,174.29705810546875,193.39834594726562,0.9521850943565361
857,1353,16231,152.33334350585938,821.191162109375,190.82107543945312,204.5638427734375,0.9066826701164241
858,1354,20876,544.0619506835938,295.1140441894531,326.888671875,233.43698120117188,0.976886570453643
859,1354,36636,165.85165405273438,800.516357421875,191.75228881835938,255.4993896484375,0.971254348754882
860,1354,3482,141.69290161132812,291.8790588378906,210.7130126953125,259.7180480957031,0.9682213664054871
861,1354,30307,574.4150390625,743.359375,344.93695068359375,454.275146484375,0.9352975487709041
862,1355,20876,84.9260482788086,722.8154907226562,331.6791763305664,242.7977294921875,0.9820342063903801
863,1355,3482,625.7027587890625,715.6802368164062,207.9471435546875,272.9964599609375,0.9714831113815301
864,1355,30307,78.18000793457031,51.82206726074219,327.78233337402344,426.8115997314453,0.961433112621307
865,1355,36636,603.8485107421875,202.89158630371094,179.70135498046875,244.76734924316406,0.9565130472183221
866,1357,16547,578.5480346679688,169.15054321289062,230.415771484375,223.85552978515625,0.9475319981575011
867,1357,3543,91.7532958984375,224.27166748046875,204.87420654296875,209.11962890625,0.9403810501098631
868,1357,6562,156.13681030273438,672.490234375,228.633544921875,364.2723388671875,0.8757578134536741
869,1358,3543,110.17131042480469,240.65028381347656,210.59559631347656,199.54905700683594,0.970366716384887
870,1358,16547,610.32763671875,176.0533905029297,229.76824951171875,225.1609344482422,0.9642109274864191
871,1358,6562,199.8859405517578,711.8486938476562,213.4857940673828,358.87567138671875,0.8687840700149531
872,1359,16547,145.10389709472656,854.1045532226562,233.40391540527344,237.68572998046875,0.960881292819976
873,1359,3543,675.7946166992188,831.8285522460938,214.404296875,202.68963623046875,0.958173215389251
874,1359,6562,584.5952758789062,234.3204803466797,212.51556396484375,335.92091369628906,0.84080547094345
875,136,16550,84.37554168701172,646.4686279296875,308.18570709228516,492.25048828125,0.985677897930145
876,136,1899,649.3978881835938,849.6390991210938,210.8546142578125,161.93798828125,0.976442396640777
877,136,44198,136.54071044921875,245.08497619628906,240.61114501953125,233.2069854736328,0.9466050863265991
878,136,33008,576.2955322265625,206.67115783691406,315.67169189453125,296.48802185058594,0.735922336578369
879,1361,29666,627.36083984375,690.903076171875,234.41497802734375,231.0428466796875,0.9650309681892391
880,1361,3350,357.44049072265625,147.82534790039062,185.1558837890625,188.72128295898438,0.9642363190650941
881,1361,19231,165.11595153808594,651.5069580078125,245.4425811767578,358.8927001953125,0.6199349761009211
882,1363,16261,121.15579986572266,291.71917724609375,243.72151947021484,238.49664306640625,0.963691055774688
883,1363,3350,432.5804443359375,885.8726806640625,190.93548583984375,194.4779052734375,0.9585239887237541
884,1363,33879,445.80859375,247.86720275878906,446.110595703125,287.3350067138672,0.882162988185882
885,1366,3482,130.16156005859375,287.89422607421875,278.5620422363281,175.20480346679688,0.9693449139595031
886,1366,29666,124.81315612792969,861.5140991210938,228.9662322998047,229.46209716796875,0.969289660453796
887,1366,27652,673.689697265625,255.65382385253906,220.1806640625,200.61778259277344,0.9257402420043941
888,1366,22346,665.0638427734375,837.8751220703125,210.2628173828125,206.66064453125,0.9053376913070671
889,1367,3482,557.4754638671875,813.6702880859375,289.30224609375,174.01885986328125,0.9727014899253841
890,1367,29666,600.3971557617188,177.945556640625,224.71929931640625,212.21243286132812,0.9705787301063531
891,1367,27652,60.002532958984375,810.7950439453125,225.63507080078125,212.27447509765625,0.9553568363189691
892,1367,22346,104.71932220458984,224.72105407714844,208.28070831298828,193.6295623779297,0.8979883193969721
893,1369,16261,636.2021484375,178.4386749267578,250.29559326171875,226.8479766845703,0.9774138927459711
894,1369,3482,598.040771484375,866.4619750976562,263.481201171875,230.44488525390625,0.970738649368286
895,1369,22346,122.07054901123047,213.86961364746094,204.8304214477539,195.55934143066406,0.9273821115493771
896,1369,19860,124.63373565673828,864.5985717773438,223.86809539794922,169.24688720703125,0.904446184635162
897,1371,16261,610.6400756835938,172.15850830078125,242.04791259765625,227.9754638671875,0.9791427850723261
898,1371,3482,573.5194091796875,834.3121337890625,260.19000244140625,233.3135986328125,0.972563922405242
899,1371,19860,91.9878158569336,828.6822509765625,224.2177505493164,176.23150634765625,0.91631406545639
900,1371,22346,104.41243743896484,201.2420654296875,201.83460235595703,197.3126220703125,0.90568321943283
901,1372,2482,595.84423828125,110.09923553466797,289.61907958984375,449.6225051879883,0.9709221124649041
902,1372,3742,72.50096130371094,811.1588134765625,334.53407287597656,331.4056396484375,0.9114326238632201
903,1372,22626,79.65155792236328,112.67967224121094,329.2481002807617,465.1565704345703,0.841013193130493
904,1372,5885,608.3529052734375,693.9275512695312,240.37603759765625,521.7402954101562,0.551332414150238
905,1376,16550,87.96411895751953,701.5548095703125,296.4145736694336,500.3583984375,0.979458332061767
906,1376,1899,642.5076904296875,861.3792724609375,205.26007080078125,164.634765625,0.9784946441650391
907,1376,33008,597.2157592773438,238.32266235351562,343.1607666015625,244.2235107421875,0.7999188899993891
908,1376,33207,148.20750427246094,297.5974426269531,208.37953186035156,192.66220092773438,0.603629350662231
909,1377,1899,152.46221923828125,259.1346130371094,197.52291870117188,152.08975219726562,0.98188316822052
910,1377,16550,612.6168823242188,56.956233978271484,282.27838134765625,479.7949867248535,0.9804524183273311
911,1377,33008,46.231163024902344,823.1630249023438,353.6467056274414,235.05792236328125,0.8146235346794121
912,1377,33207,643.497314453125,809.2124633789062,214.19281005859375,194.64849853515625,0.5979571938514711
913,1378,3482,147.34051513671875,218.46670532226562,252.80291748046875,222.59918212890625,0.9780780673027031
914,1378,35205,109.55890655517578,772.1632690429688,305.6462631225586,393.44451904296875,0.9554688930511471
915,1378,19860,640.5416870117188,274.9100036621094,219.465087890625,173.65811157226562,0.9160156846046441
916,1378,22346,628.3286743164062,867.7392578125,208.09820556640625,209.318115234375,0.9094291329383851
917,1379,3482,598.614501953125,866.3929443359375,262.771484375,230.811279296875,0.9707334637641901
918,1379,35205,581.9653930664062,97.76729583740234,287.86895751953125,374.96915435791016,0.960207045078277
919,1379,22346,164.9042205810547,198.45372009277344,203.7958526611328,200.67698669433594,0.9283200502395631
920,1379,19860,122.36962890625,862.6864013671875,227.603515625,169.706298828125,0.9207137227058411
921,1381,3350,404.9847717285156,844.2548217773438,191.58938598632812,188.46112060546875,0.961410641670227
922,1381,21324,626.33837890625,273.91839599609375,243.85968017578125,148.96597290039062,0.610770046710968
923,1384,25366,49.148468017578125,89.68934631347656,420.5315856933594,453.9842987060547,0.9776150584220881
924,1384,3482,566.9435424804688,816.7194213867188,264.30499267578125,219.05877685546875,0.9775845408439631
925,1384,20237,604.6341552734375,196.00926208496094,226.6151123046875,209.11521911621094,0.9446901679039
926,1384,27776,176.1214141845703,815.2623291015625,176.6615447998047,199.8885498046875,0.936874449253082
927,1385,25366,41.785430908203125,82.28926849365234,397.9822692871094,439.25711822509766,0.9759893417358391
928,1385,3482,539.0271606445312,781.6025390625,264.79248046875,223.578125,0.9665862917900081
929,1385,27776,145.28736877441406,776.7704467773438,178.97093200683594,205.32916259765625,0.9422809481620781
930,1385,20237,566.4986572265625,193.17291259765625,232.00177001953125,208.07745361328125,0.9251692891120911
931,1386,3482,172.42347717285156,275.62091064453125,261.53965759277344,216.88565063476562,0.9773198366165161
932,1386,25366,529.5520629882812,706.02734375,427.43463134765625,471.738037109375,0.969845294952392
933,1386,27776,639.5498657226562,293.6989440917969,174.48370361328125,192.51153564453125,0.949323534965515
934,1386,20237,151.9654083251953,847.4234619140625,231.0865936279297,227.5177001953125,0.937330067157745
935,1387,3482,640.9494018554688,758.1205444335938,205.29107666015625,270.47479248046875,0.9618402719497681
936,1387,20237,600.1470336914062,178.14193725585938,232.0496826171875,223.27767944335938,0.9450075626373291
937,1387,22346,112.53946685791016,243.49525451660156,209.56941986083984,197.27671813964844,0.9276571869850151
938,1387,20876,137.001708984375,848.9779052734375,279.4882507324219,301.245361328125,0.5388473868370051
939,139,31884,11.064125061035156,42.73869323730469,389.5088424682617,506.71315002441406,0.9822983741760251
940,139,35205,583.3513793945312,113.90997314453125,224.2369384765625,389.6708068847656,0.9799373745918271
941,139,3482,573.302490234375,811.0892944335938,281.08740234375,193.83697509765625,0.967214882373809
942,139,25468,51.11784362792969,786.36962890625,343.8830108642578,307.82275390625,0.963250458240509
943,1390,2482,601.8499755859375,114.45282745361328,198.77423095703125,469.67333221435547,0.9868196845054621
944,1390,25437,155.2591552734375,870.1771240234375,260.55548095703125,268.4398193359375,0.9598953723907471
945,1390,22361,613.148193359375,748.0175170898438,259.3431396484375,414.11041259765625,0.841582119464874
946,1390,22626,114.56944274902344,171.51913452148438,364.43812561035156,447.5076599121094,0.8280286788940431
947,1392,25437,155.20260620117188,854.8597412109375,254.57278442382812,263.56396484375,0.9762632250785821
948,1392,2482,602.5842895507812,80.40538787841797,218.12994384765625,485.4843215942383,0.9700488448143001
949,1392,22626,108.56497955322266,138.4167022705078,371.5901412963867,445.0643768310547,0.860847651958465
950,1392,22361,594.4501342773438,745.859130859375,265.88427734375,410.4158935546875,0.8573190569877621
951,1393,3482,173.96337890625,275.3645324707031,259.9279479980469,216.87640380859375,0.979895949363708
952,1393,16261,134.4455108642578,826.6128540039062,250.1040496826172,251.28570556640625,0.9740739464759821
953,1393,27776,639.7766723632812,293.8401184082031,175.0087890625,192.25006103515625,0.9486758112907411
954,1393,22346,682.5188598632812,872.0219116210938,216.25421142578125,207.53594970703125,0.9094737768173211
955,1395,16261,577.716552734375,186.9851531982422,235.81622314453125,228.03465270996094,0.9770228862762451
956,1395,3482,538.35888671875,781.113037109375,265.1181640625,223.793212890625,0.9653995633125301
957,1395,27776,144.197021484375,776.635986328125,179.92245483398438,205.26129150390625,0.9486752748489381
958,1395,22346,85.57524871826172,192.41714477539062,204.93067169189453,196.66549682617188,0.912563562393188
959,1396,2482,83.52786254882812,661.1394653320312,218.72769165039062,489.47088623046875,0.9753918647766111
960,1396,5093,520.8851318359375,157.2254638671875,270.22955322265625,276.3338623046875,0.8754243254661561
961,1396,13394,86.15351867675781,82.77922821044922,226.7378387451172,477.5722122192383,0.8618705868721
962,1396,19551,511.0191650390625,574.766357421875,321.8515625,500.803955078125,0.8420109152793881
963,140,35205,614.2415771484375,118.47723388671875,228.63043212890625,404.741943359375,0.985123097896575
964,140,3482,601.1341552734375,843.5034790039062,277.19256591796875,190.16058349609375,0.9822033643722531
965,140,31884,22.477014541625977,71.33767700195312,405.5405330657959,504.1526184082031,0.97428947687149
966,140,25468,85.1205062866211,827.0418701171875,348.44727325439453,308.619873046875,0.97158133983612
967,1401,3482,128.01145935058594,270.1571350097656,269.42543029785156,190.46273803710938,0.9746730923652641
968,1401,25468,568.595703125,196.35671997070312,338.55072021484375,279.5801086425781,0.9744455218315121
969,1401,29666,138.63491821289062,867.880126953125,229.08612060546875,233.5228271484375,0.9617093801498411
970,1401,22346,650.5101928710938,848.727783203125,215.43975830078125,213.5379638671875,0.912671387195587
971,1402,3350,423.1473693847656,885.0135498046875,191.42514038085938,194.1131591796875,0.961291909217834
972,1402,20237,85.0737075805664,338.2366027832031,224.04268646240234,220.55441284179688,0.8412533998489381
973,1402,33879,467.0065002441406,202.31336975097656,386.8576965332031,353.51658630371094,0.627141594886779
974,1404,3350,367.2129211425781,216.71261596679688,181.91653442382812,182.8677978515625,0.9626135230064391
975,1404,20237,665.8532104492188,765.885986328125,235.14788818359375,222.43280029296875,0.884861469268798
976,1404,33879,146.78048706054688,745.2359619140625,367.6511535644531,373.197998046875,0.5600488781929011
977,1407,3350,379.5816955566406,230.0801544189453,183.76931762695312,184.52647399902344,0.969503879547119
978,1407,38161,603.860595703125,793.870361328125,244.25439453125,262.159912109375,0.9627749323844911
979,1407,33879,106.78408813476562,684.4865112304688,308.88958740234375,430.19720458984375,0.8426438570022581
980,1408,1899,186.20306396484375,273.8175048828125,208.67413330078125,137.27005004882812,0.9766240715980531
981,1408,16547,76.69811248779297,805.2139892578125,240.9609146118164,244.48681640625,0.973343610763549
982,1408,21025,683.630126953125,275.8181457519531,181.4991455078125,170.33203125,0.8734905719757081
983,1408,33207,653.709716796875,899.3347778320312,221.50421142578125,208.89776611328125,0.576865315437316
984,1411,30307,70.63306427001953,121.63418579101562,385.02449798583984,428.5133361816406,0.980809330940246
985,1411,36636,641.2720947265625,208.52664184570312,191.24932861328125,247.15884399414062,0.9798061251640321
986,1411,3482,588.3369750976562,843.76318359375,281.4447021484375,167.12103271484375,0.9724100232124321
987,1411,27652,96.48416900634766,851.4046020507812,220.8352279663086,210.29791259765625,0.9572589993476861
988,1413,36636,150.29156494140625,801.8424682617188,195.82574462890625,258.37139892578125,0.9791810512542721
989,1413,30307,548.541259765625,715.2069091796875,395.4193115234375,412.688232421875,0.9701299667358391
990,1413,3482,126.36836242675781,289.2862854003906,278.2808380126953,173.21817016601562,0.968380451202392
991,1413,27652,670.1368408203125,255.97201538085938,223.81744384765625,194.99404907226562,0.9396534562110901
992,1414,16547,55.61827087402344,776.5755004882812,242.86903381347656,232.072998046875,0.969153702259063
993,1414,3543,108.097412109375,193.12303161621094,206.38327026367188,201.9510955810547,0.923910737037658
994,1414,27925,555.0076293945312,592.3611450195312,274.2664794921875,488.14373779296875,0.885602355003356
995,1414,10220,598.421630859375,193.43260192871094,221.6800537109375,216.04554748535156,0.8764770030975341
996,1418,1899,126.4898452758789,254.75311279296875,196.80525970458984,152.49493408203125,0.9794346690177911
997,1418,16550,108.63812255859375,648.1095581054688,291.5179138183594,497.06488037109375,0.978606402873992
998,1418,31704,591.8837890625,701.5245361328125,248.8995361328125,458.6312255859375,0.9214584827423091
999,1418,6191,544.5045776367188,79.12230682373047,265.3338623046875,394.4896011352539,0.6874917745590211
1000,142,1899,581.13623046875,865.4818725585938,211.94525146484375,144.8328857421875,0.9743129014968871
1001,142,16547,592.789794921875,152.73214721679688,229.65216064453125,224.81695556640625,0.969101428985595
1002,142,44198,76.19288635253906,174.47442626953125,250.7032012939453,229.89968872070312,0.946269154548645
1003,142,21025,91.8041000366211,832.8007202148438,182.01251983642578,176.1044921875,0.8272014260292051
1004,1420,3350,410.53302001953125,874.4080810546875,187.99951171875,191.8614501953125,0.9669865965843201
1005,1420,41767,95.44656372070312,233.31399536132812,300.7243347167969,265.06146240234375,0.6748521327972411
1006,1420,2482,534.5128784179688,33.145145416259766,275.326416015625,671.0404014587402,0.5074476003646851
1007,1421,3350,339.0745849609375,166.00115966796875,184.48284912109375,188.47177124023438,0.971021592617034
1008,1421,41767,549.95263671875,715.9009399414062,294.3538818359375,286.36376953125,0.869475483894348
1009,1421,16687,110.33047485351562,502.14703369140625,280.5049133300781,669.5791625976562,0.721439838409423
1010,1424,31884,98.88675689697266,85.73200225830078,355.73592376708984,506.57433319091797,0.9772372245788571
1011,1424,35205,580.42626953125,131.4478759765625,222.9503173828125,394.6136474609375,0.9727764129638671
1012,1424,3482,537.7626953125,777.566650390625,268.53924560546875,227.07086181640625,0.9716932177543641
1013,1424,27776,145.38693237304688,775.2666015625,178.600341796875,205.89447021484375,0.94576072692871
1014,1425,3482,563.9489135742188,812.2077026367188,268.240478515625,219.21868896484375,0.9777613878250121
1015,1425,35205,606.9678344726562,131.9342498779297,228.50408935546875,415.46144104003906,0.9738377332687371
1016,1425,31884,111.52532958984375,94.95235443115234,374.5309753417969,517.8152847290039,0.9674912691116331
1017,1425,27776,175.8821563720703,813.4003295898438,177.5171661376953,200.27752685546875,0.937218606472015
1018,1429,29344,609.3883666992188,700.120849609375,281.17889404296875,434.7386474609375,0.9812426567077631
1019,1429,16547,124.6443862915039,829.43017578125,234.68688201904297,232.93896484375,0.9666858911514281
1020,1429,3543,123.38677215576172,251.39537048339844,208.1669692993164,199.0148468017578,0.9474381804466241
1021,1429,10220,683.749755859375,214.0260467529297,216.82135009765625,212.8080291748047,0.860173165798187
1022,143,1899,608.9658813476562,901.3997802734375,206.41680908203125,136.50634765625,0.977377593517303
1023,143,16547,624.4334716796875,160.8868865966797,237.2069091796875,219.9177703857422,0.9750837087631221
1024,143,44198,93.44934844970703,181.5810546875,257.54906463623047,234.30975341796875,0.9471861124038691
1025,143,21025,119.54129028320312,865.5420532226562,186.61160278320312,178.29864501953125,0.7762042284011841
1026,1431,29344,583.7142944335938,668.7332153320312,277.30340576171875,436.42791748046875,0.9728319048881531
1027,1431,16547,90.92349243164062,788.645263671875,241.99749755859375,237.2349853515625,0.9626115560531611
1028,1431,3543,103.11295318603516,239.6107635498047,204.4239730834961,200.66859436035156,0.9549098610877991
1029,1431,10220,651.52392578125,208.2890625,221.56524658203125,207.58096313476562,0.810553848743438
1030,1433,3350,368.2944641113281,171.6416778564453,181.50430297851562,186.71949768066406,0.9705040454864501
1031,1433,32309,0.0,655.1331787109375,299.0934143066406,341.6444091796875,0.7661690711975091
1032,1433,38161,602.1726684570312,758.5433959960938,316.15576171875,214.210693359375,0.730917572975158
1033,1435,3350,397.2811584472656,852.797607421875,191.34707641601562,193.337646484375,0.9617039561271661
1034,1435,13899,169.30813598632812,341.78466796875,174.04409790039062,258.85284423828125,0.8091909289360041
1035,1435,20237,588.634033203125,308.5104064941406,221.36700439453125,216.04428100585938,0.725757122039794
1036,1436,3350,350.27032470703125,185.1298065185547,183.37005615234375,189.9210968017578,0.961676955223083
1037,1436,20237,114.00782012939453,696.944580078125,227.27788543701172,236.3828125,0.8881899118423461
1038,1436,13899,598.3668212890625,622.5780639648438,180.5054931640625,271.19921875,0.8686580061912531
1039,1438,16547,208.80592346191406,836.49462890625,240.6250762939453,245.709716796875,0.971479415893554
1040,1438,3543,698.0997924804688,859.1312866210938,212.28363037109375,209.63958740234375,0.93726646900177
1041,1438,6562,582.0155639648438,234.2301025390625,213.05035400390625,337.81451416015625,0.895515322685241
1042,1438,12246,177.28907775878906,304.0820617675781,211.85011291503906,121.03164672851562,0.50951874256134
1043,1439,16547,513.3289184570312,179.8380889892578,235.1552734375,226.7819061279297,0.9718825817108151
1044,1439,3543,69.88129425048828,198.24818420410156,207.90117645263672,201.09791564941406,0.9628337025642391
1045,1439,6562,167.2467498779297,668.822265625,214.48692321777344,371.7694091796875,0.8356056809425351
1046,1441,3482,579.3784790039062,758.9681396484375,274.58746337890625,209.493408203125,0.9804146289825441
1047,1441,27732,91.7176742553711,731.30078125,317.97403717041016,275.90936279296875,0.9709318876266481
